id,task_id,family,split,category,policy,seed,status,solved,public_passed,public_total,heldout_passed,heldout_total,cost_usd,tokens,elapsed_s,tool_calls,steps,attempts,regressions_introduced,unnecessary_edits,escalations,learned_decisions,fallback_decisions,success_after_repair,stop_reason,failure_labels
5f7e13e4e8b0426e9eb9016f6385db1d,search-case-normalization,search,test,bug_fix,adaptive,17,completed,True,2,2,4,4,8.2e-05,1459,7.591451,3,1,1,0,0,0,1,0,False,visible_tests_pass,
84ba15f10d984602826a1c35259ba530,search-case-normalization,search,test,bug_fix,strong_only,17,completed,True,2,2,4,4,9.2e-05,1516,9.824511,3,1,1,0,0,0,0,0,False,visible_tests_pass,
f509aaceaaf14fa18e35b4a8eef9b91b,search-case-normalization,search,test,bug_fix,escalate_on_failure,17,completed,True,2,2,4,4,0.000132,1920,5.314006,3,1,1,0,1,0,0,0,False,visible_tests_pass,
885de5f612e84d5792185815ab165f0d,search-case-normalization,search,test,bug_fix,static_router,17,completed,True,2,2,4,4,0.000132,1919,5.679797,3,1,1,0,1,0,0,0,False,visible_tests_pass,
4e5d4f875d794afc9aed60e3e9c60ffe,search-case-normalization,search,test,bug_fix,cheap_only,17,completed,True,2,2,4,4,0.000127,1886,5.871004,3,1,1,0,0,0,0,0,False,visible_tests_pass,
a0ba5ae235c84cbf9b973792dadecb3e,search-frequency-ranking,search,test,multi_file,strong_only,17,completed,True,2,2,4,4,0.000141,1823,15.855794,3,1,1,0,0,0,0,0,False,visible_tests_pass,
5928736a9bfb498d8e8f208a4dffdc02,search-frequency-ranking,search,test,multi_file,static_router,17,completed,True,2,2,4,4,0.000199,3375,10.564503,4,2,2,0,0,0,0,0,True,visible_tests_pass,
5ab86eaa5f074c51bd295e61cb2b6b70,search-frequency-ranking,search,test,multi_file,adaptive,17,completed,True,2,2,4,4,0.00014,1820,17.342587,3,1,1,0,0,0,1,0,False,visible_tests_pass,
5d53ecd02e4547d9b7fadac4534bd4b3,search-frequency-ranking,search,test,multi_file,escalate_on_failure,17,completed,True,2,2,4,4,0.000122,1864,5.766184,3,1,1,0,0,0,0,0,False,visible_tests_pass,
002685b8adca4652b06f2d2875682c23,search-frequency-ranking,search,test,multi_file,cheap_only,17,completed,True,2,2,4,4,0.000122,1864,5.201749,3,1,1,0,0,0,0,0,False,visible_tests_pass,
d5c78ba7a5d94c5d8ff69a60a375fb47,search-label-semantics,search,test,feature,adaptive,17,completed,True,2,2,4,4,0.000125,1764,12.224786,3,1,1,0,0,0,1,0,False,visible_tests_pass,
7c16ef28ab784c8ea9132509f86c9b3a,search-label-semantics,search,test,feature,escalate_on_failure,17,completed,True,2,2,4,4,0.000106,1764,4.261084,3,1,1,0,0,0,0,0,False,visible_tests_pass,
22118764d229491a93bcd60916883c10,search-label-semantics,search,test,feature,cheap_only,17,completed,True,2,2,4,4,0.000106,1769,4.295377,3,1,1,0,0,0,0,0,False,visible_tests_pass,
f21f868c18e646aeb13dac484be0b50b,search-label-semantics,search,test,feature,strong_only,17,completed,True,2,2,4,4,0.000124,1754,11.210186,3,1,1,0,0,0,0,0,False,visible_tests_pass,
792059e3a53f420393b671d94e1247ff,search-label-semantics,search,test,feature,static_router,17,completed,True,2,2,4,4,0.000106,1769,4.864144,3,1,1,0,0,0,0,0,False,visible_tests_pass,
2c3ff361f50f444bb7f2652986cf39e7,search-ranked-pagination,search,test,failing_tests,adaptive,17,completed,True,2,2,4,4,0.000148,1917,55.468562,3,1,1,0,0,0,1,0,False,visible_tests_pass,
2d4032eb0c03422aa45f4b86f1e1553d,search-ranked-pagination,search,test,failing_tests,static_router,17,completed,True,2,2,4,4,0.00017,3241,7.294584,4,2,2,0,0,0,0,0,True,visible_tests_pass,
7442f35336b840dbbe338c4365c493c2,search-ranked-pagination,search,test,failing_tests,strong_only,17,completed,True,2,2,4,4,0.000143,1887,18.473839,3,1,1,0,0,0,0,0,False,visible_tests_pass,
041f01798a4c47d3901f473aaaf6c43b,search-ranked-pagination,search,test,failing_tests,cheap_only,17,completed,True,2,2,4,4,0.00017,3241,8.524701,4,2,2,0,0,0,0,0,True,visible_tests_pass,
f4678c47930e4b2483b69c36a6faf429,search-ranked-pagination,search,test,failing_tests,escalate_on_failure,17,failed,False,1,2,,4,0.001447,,3.840871,2,2,2,0,,1,0,0,False,provider_error,
651564ba41a44b69a688d33479933b0a,search-search-release,search,test,long_horizon,static_router,17,completed,True,2,2,5,5,0.000137,1988,5.910044,3,1,1,0,0,0,0,0,False,visible_tests_pass,
e4283d15f23f4c858aaba33c192c503d,search-search-release,search,test,long_horizon,cheap_only,17,completed,True,2,2,5,5,0.00016,2158,6.239556,3,1,1,0,0,0,0,0,False,visible_tests_pass,
37e6931d370c48189b8bbe35a129faf1,search-search-release,search,test,long_horizon,adaptive,17,failed,False,0,2,,5,0.001332,,0.667799,1,1,1,0,,0,1,0,False,provider_error,
1449045069fc46f280b2ef5393cac321,search-search-release,search,test,long_horizon,strong_only,17,failed,False,0,2,,5,0.001332,,0.682786,1,1,1,0,,0,0,0,False,provider_error,
a16f210fd7fc4b8b85078758eb70be58,search-search-release,search,test,long_horizon,escalate_on_failure,17,completed,True,2,2,5,5,0.000136,1976,6.635107,3,1,1,0,0,0,0,0,False,visible_tests_pass,
878df74c53f543dfaa02e4cf6a7bf1c2,workflows-canonical-order,workflows,validation,refactor,strong_only,17,completed,True,2,2,4,4,8.1e-05,1424,8.338502,3,1,1,0,0,0,0,0,False,visible_tests_pass,
4f4f63bb337e4fa388ec562b6c9688f1,workflows-canonical-order,workflows,validation,refactor,cheap_only,17,completed,True,2,2,4,4,7.8e-05,1482,3.531995,3,1,1,0,0,0,0,0,False,visible_tests_pass,
db1ab13b127c4f6f81203d3c633eabf8,workflows-canonical-order,workflows,validation,refactor,static_router,17,completed,True,2,2,4,4,7.8e-05,1482,3.396898,3,1,1,0,0,0,0,0,False,visible_tests_pass,
c28f4d95415c4a39a57175d0048d1127,workflows-canonical-order,workflows,validation,refactor,escalate_on_failure,17,completed,True,2,2,4,4,0.000106,1693,4.295117,3,1,1,0,0,0,0,0,False,visible_tests_pass,
f55d1c35ac0a43f3a8506838522cc58f,workflows-canonical-order,workflows,validation,refactor,adaptive,17,completed,True,2,2,4,4,8.3e-05,1436,9.623007,3,1,1,0,0,0,1,0,False,visible_tests_pass,
4ca684ac40e24636a41caad2b87a56d4,workflows-coordinator-recovery,workflows,validation,long_horizon,adaptive,17,completed,True,2,2,5,5,0.0011,11854,167.88255,6,4,4,0,0,0,1,3,True,visible_tests_pass,
96d19165f1454c6e9dafff32d8a424cb,workflows-coordinator-recovery,workflows,validation,long_horizon,escalate_on_failure,17,completed,True,2,2,5,5,0.000128,1889,5.154462,3,1,1,0,0,0,0,0,False,visible_tests_pass,
99e7f7b103a148b5af1124d91467dbe2,workflows-coordinator-recovery,workflows,validation,long_horizon,strong_only,17,completed,True,2,2,5,5,0.000537,6879,107.710497,5,3,3,0,0,0,0,0,True,visible_tests_pass,
2ecbe77770374e98a6c30beee12ead89,workflows-coordinator-recovery,workflows,validation,long_horizon,cheap_only,17,completed,True,2,2,5,5,0.000546,6112,20.718393,4,2,2,0,0,0,0,0,True,visible_tests_pass,
8440ea5253954b5ea14c9dc9dc9cefcb,workflows-coordinator-recovery,workflows,validation,long_horizon,static_router,17,completed,True,2,2,5,5,0.000132,1915,5.473914,3,1,1,0,0,0,0,0,False,visible_tests_pass,
422cee9bfe6c4f7ca4215eafad4cf149,workflows-cycle-validation,workflows,validation,bug_fix,adaptive,17,completed,True,2,2,4,4,0.00013,1707,18.88661,3,1,1,0,0,0,1,0,False,visible_tests_pass,
9165dc9093e54e048a111cce11ba65c9,workflows-cycle-validation,workflows,validation,bug_fix,strong_only,17,completed,True,2,2,4,4,0.00011,1592,12.718296,3,1,1,0,0,0,0,0,False,visible_tests_pass,
0cc1503ae5194cbbb90a005773a2f26c,workflows-cycle-validation,workflows,validation,bug_fix,cheap_only,17,completed,True,2,2,4,4,9.3e-05,1589,6.565656,3,1,1,0,0,0,0,0,False,visible_tests_pass,
5388572825ff42f7aee94c858e862f2f,workflows-cycle-validation,workflows,validation,bug_fix,static_router,17,completed,True,2,2,4,4,9.3e-05,1589,4.145502,3,1,1,0,0,0,0,0,False,visible_tests_pass,
1205c1b2a0474383b844bc40af756ce5,workflows-cycle-validation,workflows,validation,bug_fix,escalate_on_failure,17,completed,True,2,2,4,4,0.000104,1672,4.559768,3,1,1,0,0,0,0,0,False,visible_tests_pass,
d18ef44cf20a486c8a29f1e5ba09ec34,workflows-failure-propagation,workflows,validation,failing_tests,adaptive,17,completed,True,2,2,4,4,0.000139,1811,23.895314,3,1,1,0,0,0,1,0,False,visible_tests_pass,
480df0b1f1244b739e299e4d299bf24d,workflows-failure-propagation,workflows,validation,failing_tests,static_router,17,completed,True,2,2,4,4,0.000154,2104,6.593404,3,1,1,0,0,0,0,0,False,visible_tests_pass,
a72bf41cecd84cdaa941d8acdf585876,workflows-failure-propagation,workflows,validation,failing_tests,cheap_only,17,completed,True,2,2,4,4,0.000102,1708,7.584752,3,1,1,0,0,0,0,0,False,visible_tests_pass,
a34df7daeaf8494683bc1870ed5a1f59,workflows-failure-propagation,workflows,validation,failing_tests,strong_only,17,failed,False,0,2,,4,0.001345,,0.728044,1,1,1,0,,0,0,0,False,provider_error,
d8203a04f60e46bc8cad7ad970185dc9,workflows-failure-propagation,workflows,validation,failing_tests,escalate_on_failure,17,completed,True,2,2,4,4,0.000116,1812,5.142612,3,1,1,0,0,0,0,0,False,visible_tests_pass,
7bb861b430984574ad2041c41c72fda5,workflows-readiness-gates,workflows,validation,feature,escalate_on_failure,17,completed,True,2,2,4,4,0.000134,1945,10.528839,3,1,1,0,0,0,0,0,False,visible_tests_pass,
61a85c877b4247cda7dfe0d8f85bc112,workflows-readiness-gates,workflows,validation,feature,strong_only,17,completed,True,2,2,4,4,0.000117,1678,21.318967,3,1,1,0,0,0,0,0,False,visible_tests_pass,
1e196e6874cd46b1b51fc7183a4c0b1f,workflows-readiness-gates,workflows,validation,feature,cheap_only,17,completed,True,2,2,4,4,0.000107,1742,4.249704,3,1,1,0,0,0,0,0,False,visible_tests_pass,
bd07c0de3fa24ee798c5353b5249b6a4,workflows-readiness-gates,workflows,validation,feature,adaptive,17,completed,True,2,2,4,4,0.000111,1642,15.998421,3,1,1,0,0,0,1,0,False,visible_tests_pass,
0885e891c1ed4c50959f20bd063a7562,workflows-readiness-gates,workflows,validation,feature,static_router,17,completed,True,2,2,4,4,0.000128,1901,5.479006,3,1,1,0,0,0,0,0,False,visible_tests_pass,
77f1724bea5e4a5eb3038f10c389f102,analytics-deduplicated-means,analytics,validation,multi_file,cheap_only,29,completed,True,2,2,4,4,0.000129,1978,6.071054,3,1,1,0,0,0,0,0,False,visible_tests_pass,
cfb7ad87929747ea96026e8f42d5ddcb,analytics-deduplicated-means,analytics,validation,multi_file,static_router,29,completed,True,2,2,4,4,0.000236,3646,20.188432,4,2,2,0,0,1,0,0,True,visible_tests_pass,
f3afc848ad0e4849aab61685ef02ec6b,analytics-deduplicated-means,analytics,validation,multi_file,escalate_on_failure,29,completed,True,2,2,4,4,0.000128,1976,5.309939,3,1,1,0,0,0,0,0,False,visible_tests_pass,
1543518a756d469e9093c6499a0cf975,analytics-deduplicated-means,analytics,validation,multi_file,strong_only,29,completed,True,2,2,4,4,0.000186,2158,32.710049,3,1,1,0,0,0,0,0,False,visible_tests_pass,
f490e1501c38401d9c112a0d41cdd2e0,analytics-deduplicated-means,analytics,validation,multi_file,adaptive,29,completed,True,2,2,4,4,0.000189,2177,25.723373,3,1,1,0,0,0,1,0,False,visible_tests_pass,
e500efd0b8834370b4d7176f987b738f,analytics-partial-buckets,analytics,validation,feature,adaptive,29,completed,True,2,2,4,4,0.00014,1872,17.169167,3,1,1,0,0,0,1,0,False,visible_tests_pass,
75f09c8b92b2478eaee6e21486381b69,analytics-partial-buckets,analytics,validation,feature,cheap_only,29,completed,True,2,2,4,4,0.000123,1919,5.126832,3,1,1,0,0,0,0,0,False,visible_tests_pass,
f7a04a9a33374a68982507bea8af0015,analytics-partial-buckets,analytics,validation,feature,escalate_on_failure,29,completed,True,2,2,4,4,0.000116,1863,7.173073,3,1,1,0,0,0,0,0,False,visible_tests_pass,
291e405b6bdf4eb087ee1ef1d1e2148b,analytics-partial-buckets,analytics,validation,feature,static_router,29,completed,True,2,2,4,4,0.00013,1967,5.78594,3,1,1,0,0,0,0,0,False,visible_tests_pass,
9f96d5484df24787bcf77418ffcf7818,analytics-partial-buckets,analytics,validation,feature,strong_only,29,completed,True,2,2,4,4,0.00014,1872,20.921608,3,1,1,0,0,0,0,0,False,visible_tests_pass,
467af3c9a7bc426f815e7bc659c17c0c,analytics-quantile-index,analytics,validation,failing_tests,cheap_only,29,completed,True,2,2,4,4,0.000121,1867,4.717993,3,1,1,0,0,0,0,0,False,visible_tests_pass,
c0c8c566dc234437bdb33a79cbc7f9c1,analytics-quantile-index,analytics,validation,failing_tests,adaptive,29,completed,True,2,2,4,4,0.000139,1829,19.049442,3,1,1,0,0,0,1,0,False,visible_tests_pass,
edf96e881ed14706a8cb61e97ae76d6a,analytics-quantile-index,analytics,validation,failing_tests,static_router,29,completed,True,2,2,4,4,0.000124,1889,5.537351,3,1,1,0,0,0,0,0,False,visible_tests_pass,
a4edd6c54e404df9ac409ced8ed61f9f,analytics-quantile-index,analytics,validation,failing_tests,escalate_on_failure,29,completed,True,2,2,4,4,0.000124,1889,5.232854,3,1,1,0,0,0,0,0,False,visible_tests_pass,
912aba95bab8432fb4e2edaf76b11b34,analytics-quantile-index,analytics,validation,failing_tests,strong_only,29,completed,True,2,2,4,4,0.00013,1779,15.269282,3,1,1,0,0,0,0,0,False,visible_tests_pass,
8a16f7afe7094800911c3a0c592d3f6e,analytics-reporting-recovery,analytics,validation,long_horizon,cheap_only,29,completed,True,2,2,5,5,0.000131,2019,5.090206,3,1,1,0,0,0,0,0,False,visible_tests_pass,
4e5e47c9eb564aeda83be8e538b58284,analytics-reporting-recovery,analytics,validation,long_horizon,escalate_on_failure,29,completed,True,2,2,5,5,0.000131,2019,6.366277,3,1,1,0,0,0,0,0,False,visible_tests_pass,
22da54e129fd4ea8920cc1617759f32b,analytics-reporting-recovery,analytics,validation,long_horizon,adaptive,29,completed,True,2,2,5,5,0.000187,2194,21.93211,3,1,1,0,0,0,1,0,False,visible_tests_pass,
07721cabfd66401bac716f0e9a32eda3,analytics-reporting-recovery,analytics,validation,long_horizon,strong_only,29,completed,True,2,2,5,5,0.00019,2212,24.317258,3,1,1,0,0,0,0,0,False,visible_tests_pass,
75f2cc9ca783483c980d2225303837d9,analytics-reporting-recovery,analytics,validation,long_horizon,static_router,29,completed,True,2,2,5,5,0.000131,2024,5.050212,3,1,1,0,0,0,0,0,False,visible_tests_pass,
ef5391ece99a4e71b9d758092f289e37,analytics-window-boundary,analytics,validation,bug_fix,cheap_only,29,completed,True,2,2,4,4,6.9e-05,1471,2.93661,3,1,1,0,0,0,0,0,False,visible_tests_pass,
8cc0ec3910024508a93c6224956b74d9,analytics-window-boundary,analytics,validation,bug_fix,adaptive,29,completed,True,2,2,4,4,8.4e-05,1511,9.654842,3,1,1,0,0,0,1,0,False,visible_tests_pass,
f1ed28ca160b466196d20a7bbf2acfd4,analytics-window-boundary,analytics,validation,bug_fix,strong_only,29,completed,True,2,2,4,4,7.6e-05,1464,5.843499,3,1,1,0,0,0,0,0,False,visible_tests_pass,
ae425963343d4f0691fa84a8561a317a,analytics-window-boundary,analytics,validation,bug_fix,escalate_on_failure,29,completed,True,2,2,4,4,0.000112,1809,6.663263,3,1,1,0,0,0,0,0,False,visible_tests_pass,
df3c21503756424397cc6cf88c34a8d5,analytics-window-boundary,analytics,validation,bug_fix,static_router,29,completed,True,2,2,4,4,6.9e-05,1471,3.358466,3,1,1,0,0,0,0,0,False,visible_tests_pass,
878dcde5feb34038a0241bf3d44353ed,federation-clock-components,federation,test,bug_fix,escalate_on_failure,29,completed,True,2,2,4,4,0.000148,2048,8.761195,3,1,1,0,0,0,0,0,False,visible_tests_pass,
03918ce4f45b4662a50505e221afee4a,federation-clock-components,federation,test,bug_fix,strong_only,29,completed,True,2,2,4,4,0.000102,1584,23.118444,3,1,1,0,0,0,0,0,False,visible_tests_pass,
9e654efe20a34a43b997f2fd163bae22,federation-clock-components,federation,test,bug_fix,adaptive,29,completed,True,2,2,4,4,0.000114,1653,27.945325,3,1,1,0,0,0,1,0,False,visible_tests_pass,
7b67c3b2d1f545278b71be9f9b8136c1,federation-clock-components,federation,test,bug_fix,static_router,29,completed,True,2,2,4,4,0.000107,1733,3.895937,3,1,1,0,0,0,0,0,False,visible_tests_pass,
7f111f5619714c2391ecb32f8f765cf7,federation-clock-components,federation,test,bug_fix,cheap_only,29,completed,True,2,2,4,4,0.000118,1821,7.380642,3,1,1,0,0,0,0,0,False,visible_tests_pass,
